ID,Flow.ID,Source.IP,Source.Port,Destination.IP,Destination.Port,Protocol,Timestamp,Flow.Duration,Total.Fwd.Packets,Total.Backward.Packets,Total.Length.of.Fwd.Packets,Total.Length.of.Bwd.Packets,Fwd.Packet.Length.Max,Fwd.Packet.Length.Min,Fwd.Packet.Length.Mean,Fwd.Packet.Length.Std,Bwd.Packet.Length.Max,Bwd.Packet.Length.Min,Bwd.Packet.Length.Mean,Bwd.Packet.Length.Std,Flow.Bytes.s,Flow.Packets.s,Flow.IAT.Mean,Flow.IAT.Std,Flow.IAT.Max,Flow.IAT.Min,Fwd.IAT.Total,Fwd.IAT.Mean,Fwd.IAT.Std,Fwd.IAT.Max,Fwd.IAT.Min,Bwd.IAT.Total,Bwd.IAT.Mean,Bwd.IAT.Std,Bwd.IAT.Max,Bwd.IAT.Min,Fwd.PSH.Flags,Bwd.PSH.Flags,Fwd.URG.Flags,Bwd.URG.Flags,Fwd.Header.Length,Bwd.Header.Length,Fwd.Packets.s,Bwd.Packets.s,Min.Packet.Length,Max.Packet.Length,Packet.Length.Mean,Packet.Length.Std,Packet.Length.Variance,FIN.Flag.Count,SYN.Flag.Count,RST.Flag.Count,PSH.Flag.Count,ACK.Flag.Count,URG.Flag.Count,CWE.Flag.Count,ECE.Flag.Count,Down.Up.Ratio,Average.Packet.Size,Avg.Fwd.Segment.Size,Avg.Bwd.Segment.Size,Fwd.Header.Length.1,Fwd.Avg.Bytes.Bulk,Fwd.Avg.Packets.Bulk,Fwd.Avg.Bulk.Rate,Bwd.Avg.Bytes.Bulk,Bwd.Avg.Packets.Bulk,Bwd.Avg.Bulk.Rate,Subflow.Fwd.Packets,Subflow.Fwd.Bytes,Subflow.Bwd.Packets,Subflow.Bwd.Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active.Mean,Active.Std,Active.Max,Active.Min,Idle.Mean,Idle.Std,Idle.Max,Idle.Min,Label
29,179.1.4.245-10.200.7.196-443-48671-6,10.200.7.196,48671,179.1.4.245,443,6,26/04/201711:14:00,152433,16,12,373,11396,223,0,23.3125,65.0811992821275,2872,0,949.666666666667,828.952497085474,77207.6912479581,183.687259320488,5645.66666666667,11494.9716230787,40144,0,152433,10162.2,16475.586701888,51639,0,77287,7026.09090909091,14277.3169500053,46881,0,0,0,0,0,648,392,104.964148183136,78.7231111373521,0,2872,405.827586206897,698.908080455583,488472.504926108,0,0,0,1,0,0,0,0,0,420.321428571429,23.3125,949.666666666667,648,0,0,0,0,0,0,16,373,12,11396,14600,243,2,32,0,0,0,0,0,0,0,0,BENIGN
30,179.1.4.245-10.200.7.196-443-48959-6,10.200.7.196,48959,179.1.4.245,443,6,26/04/201711:14:09,138018,15,11,373,10784,223,0,24.8666666666667,67.05740256001,2872,0,980.363636363636,862.229699410461,80837.28209364,188.381225637236,5520.72,12905.1676778465,53518,0,138018,9858.42857142857,18634.5677034512,53518,0,38727,3872.7,7165.9341803967,22037,0,0,0,0,0,548,360,108.681476329174,79.6997493080613,0,2872,413.222222222222,719.736882122335,518021.17948718,0,0,0,1,0,0,0,0,0,429.115384615385,24.8666666666667,980.363636363636,548,0,0,0,0,0,0,15,373,11,10784,14600,243,2,32,0,0,0,0,0,0,0,0,BENIGN
31,179.1.4.245-10.200.7.196-443-49128-6,10.200.7.196,49128,179.1.4.245,443,6,26/04/201711:14:12,139130,16,13,373,11396,223,0,23.3125,65.0811992821275,1436,0,876.615384615385,596.314030588685,84589.9518435995,208.438151369223,4968.92857142857,12390.4211387147,55605,1,139130,9275.33333333333,18266.4660772789,55605,1,40557,3379.75,5713.31438794108,17640,1,0,0,0,0,620,424,115.000359376123,93.4377919931,0,1436,392.3,578.709750965083,334904.975862069,0,0,0,1,0,0,0,0,0,405.827586206897,23.3125,876.615384615385,620,0,0,0,0,0,0,16,373,13,11396,14600,243,2,32,0,0,0,0,0,0,0,0,BENIGN
32,172.16.255.200-10.200.7.7-53-59979-17,172.16.255.200,53,10.200.7.7,59979,17,26/04/201711:11:24,99532652,4,2,180,90,45,45,45,0,45,45,45,0,2.71267764471904,0.0602817254382009,19906530.4,32561199.2285969,77808383,1067701,99532652,33177550.6666667,38661926.2605954,77808383,9961498,89524883,89524883,0,89524883,89524883,0,0,0,0,104,64,0.0401878169588006,0.0200939084794003,45,45,45,0,0,0,0,0,0,0,0,0,0,0,52.5,45,45,104,0,0,0,0,0,0,4,180,2,90,-1,-1,3,20,1945202,1240973.81519595,2822703,1067701,31880749.3333333,39774504.219613,77808383,8893797,BENIGN
33,179.1.4.245-10.200.7.196-443-49444-6,10.200.7.196,49444,179.1.4.245,443,6,26/04/201711:14:29,122594,12,9,373,6688,223,0,31.0833333333333,74.2446304557788,1436,0,743.111111111111,626.461779449562,57596.6197366918,171.297127102468,6129.7,11762.4286880774,39311,0,122594,11144.9090909091,17164.8294570878,49208,0,37670,4708.75,7225.08544190705,19423,0,0,0,0,0,392,296,97.8840726299819,73.4130544724864,0,1436,320.954545454545,530.746596989986,281691.95021645,0,0,0,1,0,0,0,0,0,336.238095238095,31.0833333333333,743.111111111111,392,0,0,0,0,0,0,12,373,9,6688,14600,243,2,32,0,0,0,0,0,0,0,0,BENIGN
34,192.168.32.54-10.200.7.7-50714-3128-6,10.200.7.7,3128,192.168.32.54,50714,6,26/04/201711:14:33,16,3,0,1644,0,1632,6,548,938.771537702331,0,0,0,0,102750000,187500,8,9.89949493661167,15,1,16,8,9.89949493661167,15,1,0,0,0,0,0,0,0,0,0,60,0,187500,0,6,1632,412.5,813,660969,0,0,0,0,1,1,0,0,0,550,548,0,60,0,0,0,0,0,0,3,1644,0,0,617,-1,2,20,0,0,0,0,0,0,0,0,BENIGN
35,192.168.32.54-10.200.7.7-50714-3128-6,10.200.7.7,3128,192.168.32.54,50714,6,26/04/201711:14:33,4,2,0,1638,0,1632,6,819,1149.75562620933,0,0,0,0,409500000,5e+05,4,0,4,4,4,4,0,4,4,0,0,0,0,0,1,0,0,0,40,0,5e+05,0,6,1632,1090,938.771537702331,881292,0,1,0,0,1,0,0,0,0,1635,819,0,40,0,0,0,0,0,0,2,1638,0,0,617,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
36,192.168.32.49-10.200.7.9-54808-3128-6,10.200.7.9,3128,192.168.32.49,54808,6,26/04/201711:14:51,89,2,0,12,0,6,6,6,0,0,0,0,0,134831.460674157,22471.9101123596,89,0,89,89,89,89,0,89,89,0,0,0,0,0,0,0,0,0,40,0,22471.9101123596,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,108,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
37,192.168.32.49-10.200.7.9-54808-3128-6,10.200.7.9,3128,192.168.32.49,54808,6,26/04/201711:14:51,182,2,0,12,0,6,6,6,0,0,0,0,0,65934.0659340659,10989.010989011,182,0,182,182,182,182,0,182,182,0,0,0,0,0,0,0,0,0,40,0,10989.010989011,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,108,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
38,179.1.4.238-10.200.7.196-443-50378-6,10.200.7.196,50378,179.1.4.238,443,6,26/04/201711:14:59,138920,15,11,373,10784,223,0,24.8666666666667,67.05740256001,2305,0,980.363636363636,761.969588989911,80312.4100201555,187.158076590844,5556.8,12731.6944178691,51660,0,138920,9922.85714285714,18335.6642801238,51660,0,41109,4110.9,7470.56221965775,22085,0,0,0,0,0,564,360,107.975813417794,79.1822631730493,0,2305,413.222222222222,674.825523509216,455389.487179487,0,0,0,1,0,0,0,0,0,429.115384615385,24.8666666666667,980.363636363636,564,0,0,0,0,0,0,15,373,11,10784,14600,243,2,32,0,0,0,0,0,0,0,0,BENIGN
